gate,run,num_qubits,depth,size,exec_time_sec,error_rate,fidelity,energy_consumption_mJ,quantum_volume,depolarization_rate,noise_rate,noise_model_used
RZ,891,1,2,2,0.00224542617797851,0,1,1,2,0.05,0.05,Yes
RZ,892,1,2,2,0.00224018096923828,0,1,1,2,0.05,0.05,Yes
RZ,893,1,2,2,0.00228404998779296,0,1,1,2,0.05,0.05,Yes
RZ,894,1,2,2,0.00218939781188964,0,1,1,2,0.05,0.05,Yes
RZ,895,1,2,2,0.00222039222717285,0,1,1,2,0.05,0.05,Yes
RZ,896,1,2,2,0.00221872329711914,0,1,1,2,0.05,0.05,Yes
RZ,897,1,2,2,0.00220489501953125,0,1,1,2,0.05,0.05,Yes
RZ,898,1,2,2,0.00214982032775878,0,1,1,2,0.05,0.05,Yes
RZ,899,1,2,2,0.00276517868041992,0,1,1,2,0.05,0.05,Yes
RZ,900,1,2,2,0.0021979808807373,0,1,1,2,0.05,0.05,Yes
RZ,901,1,2,2,0.00217652320861816,0,1,1,2,0.05,0.05,Yes
RZ,902,1,2,2,0.00221800804138183,0,1,1,2,0.05,0.05,Yes
RZ,903,1,2,2,0.00220537185668945,0,1,1,2,0.05,0.05,Yes
RZ,904,1,2,2,0.00216960906982421,0,1,1,2,0.05,0.05,Yes
RZ,905,1,2,2,0.00217533111572265,0,1,1,2,0.05,0.05,Yes
RZ,906,1,2,2,0.00219607353210449,0,1,1,2,0.05,0.05,Yes
RZ,907,1,2,2,0.00218462944030761,0,1,1,2,0.05,0.05,Yes
RZ,908,1,2,2,0.00226283073425292,0,1,1,2,0.05,0.05,Yes
RZ,909,1,2,2,0.00227761268615722,0,1,1,2,0.05,0.05,Yes
RZ,910,1,2,2,0.0022430419921875,0,1,1,2,0.05,0.05,Yes
RZ,911,1,2,2,0.00225043296813964,0,1,1,2,0.05,0.05,Yes
RZ,912,1,2,2,0.00221514701843261,0,1,1,2,0.05,0.05,Yes
RZ,913,1,2,2,0.00226664543151855,0,1,1,2,0.05,0.05,Yes
RZ,914,1,2,2,0.00224161148071289,0,1,1,2,0.05,0.05,Yes
RZ,915,1,2,2,0.00230264663696289,0,1,1,2,0.05,0.05,Yes
RZ,916,1,2,2,0.00220179557800292,0,1,1,2,0.05,0.05,Yes
RZ,917,1,2,2,0.0022125244140625,0,1,1,2,0.05,0.05,Yes
RZ,918,1,2,2,0.00217366218566894,0,1,1,2,0.05,0.05,Yes
RZ,919,1,2,2,0.00223898887634277,0,1,1,2,0.05,0.05,Yes
RZ,920,1,2,2,0.00223922729492187,0,1,1,2,0.05,0.05,Yes
RZ,921,1,2,2,0.00219917297363281,0,1,1,2,0.05,0.05,Yes
RZ,922,1,2,2,0.00238990783691406,0,1,1,2,0.05,0.05,Yes
RZ,923,1,2,2,0.00216174125671386,0,1,1,2,0.05,0.05,Yes
RZ,924,1,2,2,0.00226402282714843,0,1,1,2,0.05,0.05,Yes
RZ,925,1,2,2,0.00225567817687988,0,1,1,2,0.05,0.05,Yes
RZ,926,1,2,2,0.00226688385009765,0,1,1,2,0.05,0.05,Yes
RZ,927,1,2,2,0.00219011306762695,0,1,1,2,0.05,0.05,Yes
RZ,928,1,2,2,0.00222039222717285,0,1,1,2,0.05,0.05,Yes
RZ,929,1,2,2,0.00221920013427734,0,1,1,2,0.05,0.05,Yes
RZ,930,1,2,2,0.00223302841186523,0,1,1,2,0.05,0.05,Yes
RZ,931,1,2,2,0.00227785110473632,0,1,1,2,0.05,0.05,Yes
RZ,932,1,2,2,0.00220131874084472,0,1,1,2,0.05,0.05,Yes
RZ,933,1,2,2,0.00213932991027832,0,1,1,2,0.05,0.05,Yes
RZ,934,1,2,2,0.00233864784240722,0,1,1,2,0.05,0.05,Yes
RZ,935,1,2,2,0.00224900245666503,0,1,1,2,0.05,0.05,Yes
RZ,936,1,2,2,0.00229430198669433,0,1,1,2,0.05,0.05,Yes
RZ,937,1,2,2,0.00222516059875488,0,1,1,2,0.05,0.05,Yes
RZ,938,1,2,2,0.0022132396697998,0,1,1,2,0.05,0.05,Yes
RZ,939,1,2,2,0.00224471092224121,0,1,1,2,0.05,0.05,Yes
RZ,940,1,2,2,0.00217747688293457,0,1,1,2,0.05,0.05,Yes
RZ,941,1,2,2,0.00234508514404296,0,1,1,2,0.05,0.05,Yes
RZ,942,1,2,2,0.00226807594299316,0,1,1,2,0.05,0.05,Yes
RZ,943,1,2,2,0.00229835510253906,0,1,1,2,0.05,0.05,Yes
RZ,944,1,2,2,0.0023047924041748,0,1,1,2,0.05,0.05,Yes
RZ,945,1,2,2,0.00229167938232421,0,1,1,2,0.05,0.05,Yes
RZ,946,1,2,2,0.00226449966430664,0,1,1,2,0.05,0.05,Yes
RZ,947,1,2,2,0.00218915939331054,0,1,1,2,0.05,0.05,Yes
RZ,948,1,2,2,0.00222516059875488,0,1,1,2,0.05,0.05,Yes
RZ,949,1,2,2,0.00225496292114257,0,1,1,2,0.05,0.05,Yes
RZ,950,1,2,2,0.00228333473205566,0,1,1,2,0.05,0.05,Yes
RZ,951,1,2,2,0.00229597091674804,0,1,1,2,0.05,0.05,Yes
RZ,952,1,2,2,0.0022435188293457,0,1,1,2,0.05,0.05,Yes
RZ,953,1,2,2,0.00228047370910644,0,1,1,2,0.05,0.05,Yes
RZ,954,1,2,2,0.00238895416259765,0,1,1,2,0.05,0.05,Yes
RZ,955,1,2,2,0.00229787826538085,0,1,1,2,0.05,0.05,Yes
RZ,956,1,2,2,0.00223088264465332,0,1,1,2,0.05,0.05,Yes
RZ,957,1,2,2,0.0023808479309082,0,1,1,2,0.05,0.05,Yes
RZ,958,1,2,2,0.00235581398010253,0,1,1,2,0.05,0.05,Yes
RZ,959,1,2,2,0.00233864784240722,0,1,1,2,0.05,0.05,Yes
RZ,960,1,2,2,0.00225782394409179,0,1,1,2,0.05,0.05,Yes
RZ,961,1,2,2,0.00218772888183593,0,1,1,2,0.05,0.05,Yes
RZ,962,1,2,2,0.00235986709594726,0,1,1,2,0.05,0.05,Yes
RZ,963,1,2,2,0.00214791297912597,0,1,1,2,0.05,0.05,Yes
RZ,964,1,2,2,0.00229191780090332,0,1,1,2,0.05,0.05,Yes
RZ,965,1,2,2,0.00224113464355468,0,1,1,2,0.05,0.05,Yes
RZ,966,1,2,2,0.00234246253967285,0,1,1,2,0.05,0.05,Yes
RZ,967,1,2,2,0.00233054161071777,0,1,1,2,0.05,0.05,Yes
RZ,968,1,2,2,0.00243306159973144,0,1,1,2,0.05,0.05,Yes
RZ,969,1,2,2,0.00232815742492675,0,1,1,2,0.05,0.05,Yes
RZ,970,1,2,2,0.00237464904785156,0,1,1,2,0.05,0.05,Yes
RZ,971,1,2,2,0.00232911109924316,0,1,1,2,0.05,0.05,Yes
RZ,972,1,2,2,0.00238204002380371,0,1,1,2,0.05,0.05,Yes
RZ,973,1,2,2,0.00241279602050781,0,1,1,2,0.05,0.05,Yes
RZ,974,1,2,2,0.00222992897033691,0,1,1,2,0.05,0.05,Yes
RZ,975,1,2,2,0.00224924087524414,0,1,1,2,0.05,0.05,Yes
RZ,976,1,2,2,0.00237870216369628,0,1,1,2,0.05,0.05,Yes
RZ,977,1,2,2,0.0023045539855957,0,1,1,2,0.05,0.05,Yes
RZ,978,1,2,2,0.00220704078674316,0,1,1,2,0.05,0.05,Yes
RZ,979,1,2,2,0.00227761268615722,0,1,1,2,0.05,0.05,Yes
RZ,980,1,2,2,0.00223350524902343,0,1,1,2,0.05,0.05,Yes
RZ,981,1,2,2,0.00234007835388183,0,1,1,2,0.05,0.05,Yes
RZ,982,1,2,2,0.00234770774841308,0,1,1,2,0.05,0.05,Yes
RZ,983,1,2,2,0.00229811668395996,0,1,1,2,0.05,0.05,Yes
RZ,984,1,2,2,0.00223350524902343,0,1,1,2,0.05,0.05,Yes
RZ,985,1,2,2,0.00226283073425292,0,1,1,2,0.05,0.05,Yes
RZ,986,1,2,2,0.00220918655395507,0,1,1,2,0.05,0.05,Yes
RZ,987,1,2,2,0.00231838226318359,0,1,1,2,0.05,0.05,Yes
RZ,988,1,2,2,0.00226640701293945,0,1,1,2,0.05,0.05,Yes
RZ,989,1,2,2,0.0024425983428955,0,1,1,2,0.05,0.05,Yes
RZ,990,1,2,2,0.00234413146972656,0,1,1,2,0.05,0.05,Yes
RZ,991,1,2,2,0.00232458114624023,0,1,1,2,0.05,0.05,Yes
RZ,992,1,2,2,0.00230598449707031,0,1,1,2,0.05,0.05,Yes
RZ,993,1,2,2,0.00227570533752441,0,1,1,2,0.05,0.05,Yes
RZ,994,1,2,2,0.00221848487854003,0,1,1,2,0.05,0.05,Yes
RZ,995,1,2,2,0.00226902961730957,0,1,1,2,0.05,0.05,Yes
RZ,996,1,2,2,0.00234484672546386,0,1,1,2,0.05,0.05,Yes
RZ,997,1,2,2,0.00240230560302734,0,1,1,2,0.05,0.05,Yes
RZ,998,1,2,2,0.00230836868286132,0,1,1,2,0.05,0.05,Yes
RZ,999,1,2,2,0.00229692459106445,0,1,1,2,0.05,0.05,Yes
RZ,1000,1,2,2,0.00223612785339355,0,1,1,2,0.05,0.05,Yes
RZ,1,1,2,2,0.00217080116271972,0,1,1,2,0.05,0.05,No
RZ,2,1,2,2,0.00214982032775878,0,1,1,2,0.05,0.05,No
RZ,3,1,2,2,0.00220847129821777,0,1,1,2,0.05,0.05,No
RZ,4,1,2,2,0.0021834373474121,0,1,1,2,0.05,0.05,No
RZ,5,1,2,2,0.00217270851135253,0,1,1,2,0.05,0.05,No
RZ,6,1,2,2,0.00214934349060058,0,1,1,2,0.05,0.05,No
RZ,7,1,2,2,0.00216579437255859,0,1,1,2,0.05,0.05,No
RZ,8,1,2,2,0.00219488143920898,0,1,1,2,0.05,0.05,No
RZ,9,1,2,2,0.002091646194458,0,1,1,2,0.05,0.05,No
RZ,10,1,2,2,0.00219631195068359,0,1,1,2,0.05,0.05,No
RZ,11,1,2,2,0.00222063064575195,0,1,1,2,0.05,0.05,No
RZ,12,1,2,2,0.00223851203918457,0,1,1,2,0.05,0.05,No
RZ,13,1,2,2,0.00213527679443359,0,1,1,2,0.05,0.05,No
RZ,14,1,2,2,0.00214171409606933,0,1,1,2,0.05,0.05,No
RZ,15,1,2,2,0.00217914581298828,0,1,1,2,0.05,0.05,No
RZ,16,1,2,2,0.00212836265563964,0,1,1,2,0.05,0.05,No
RZ,17,1,2,2,0.00380969047546386,0,1,1,2,0.05,0.05,No
RZ,18,1,2,2,0.00225639343261718,0,1,1,2,0.05,0.05,No
RZ,19,1,2,2,0.00215935707092285,0,1,1,2,0.05,0.05,No
RZ,20,1,2,2,0.00219106674194335,0,1,1,2,0.05,0.05,No
RZ,21,1,2,2,0.00216436386108398,0,1,1,2,0.05,0.05,No
RZ,22,1,2,2,0.00222706794738769,0,1,1,2,0.05,0.05,No
RZ,23,1,2,2,0.00213623046875,0,1,1,2,0.05,0.05,No
RZ,24,1,2,2,0.00221180915832519,0,1,1,2,0.05,0.05,No
RZ,25,1,2,2,0.00217437744140625,0,1,1,2,0.05,0.05,No
RZ,26,1,2,2,0.00214147567749023,0,1,1,2,0.05,0.05,No
RZ,27,1,2,2,0.00222063064575195,0,1,1,2,0.05,0.05,No
RZ,28,1,2,2,0.00211763381958007,0,1,1,2,0.05,0.05,No
RZ,29,1,2,2,0.00215649604797363,0,1,1,2,0.05,0.05,No
RZ,30,1,2,2,0.00211477279663085,0,1,1,2,0.05,0.05,No
RZ,31,1,2,2,0.00214457511901855,0,1,1,2,0.05,0.05,No
RZ,32,1,2,2,0.00207114219665527,0,1,1,2,0.05,0.05,No
RZ,33,1,2,2,0.00209879875183105,0,1,1,2,0.05,0.05,No
RZ,34,1,2,2,0.00211095809936523,0,1,1,2,0.05,0.05,No
RZ,35,1,2,2,0.00211429595947265,0,1,1,2,0.05,0.05,No
RZ,36,1,2,2,0.00218796730041503,0,1,1,2,0.05,0.05,No
RZ,37,1,2,2,0.0020458698272705,0,1,1,2,0.05,0.05,No
RZ,38,1,2,2,0.00213432312011718,0,1,1,2,0.05,0.05,No
RZ,39,1,2,2,0.00208353996276855,0,1,1,2,0.05,0.05,No
RZ,40,1,2,2,0.00247788429260253,0,1,1,2,0.05,0.05,No
RZ,41,1,2,2,0.00214076042175292,0,1,1,2,0.05,0.05,No
RZ,42,1,2,2,0.00208806991577148,0,1,1,2,0.05,0.05,No
RZ,43,1,2,2,0.00208520889282226,0,1,1,2,0.05,0.05,No
RZ,44,1,2,2,0.00211715698242187,0,1,1,2,0.05,0.05,No
RZ,45,1,2,2,0.00210452079772949,0,1,1,2,0.05,0.05,No
RZ,46,1,2,2,0.00208735466003417,0,1,1,2,0.05,0.05,No
RZ,47,1,2,2,0.00212788581848144,0,1,1,2,0.05,0.05,No
RZ,48,1,2,2,0.00218534469604492,0,1,1,2,0.05,0.05,No
RZ,49,1,2,2,0.00212502479553222,0,1,1,2,0.05,0.05,No
RZ,50,1,2,2,0.00222492218017578,0,1,1,2,0.05,0.05,No
RZ,51,1,2,2,0.00214409828186035,0,1,1,2,0.05,0.05,No
RZ,52,1,2,2,0.00216388702392578,0,1,1,2,0.05,0.05,No
RZ,53,1,2,2,0.00213909149169921,0,1,1,2,0.05,0.05,No
RZ,54,1,2,2,0.00210404396057128,0,1,1,2,0.05,0.05,No
RZ,55,1,2,2,0.0020458698272705,0,1,1,2,0.05,0.05,No
RZ,56,1,2,2,0.00213789939880371,0,1,1,2,0.05,0.05,No
RZ,57,1,2,2,0.00208783149719238,0,1,1,2,0.05,0.05,No
RZ,58,1,2,2,0.00212550163269042,0,1,1,2,0.05,0.05,No
RZ,59,1,2,2,0.00220012664794921,0,1,1,2,0.05,0.05,No
RZ,60,1,2,2,0.00217390060424804,0,1,1,2,0.05,0.05,No
RZ,61,1,2,2,0.00211238861083984,0,1,1,2,0.05,0.05,No
RZ,62,1,2,2,0.00221490859985351,0,1,1,2,0.05,0.05,No
RZ,63,1,2,2,0.00217247009277343,0,1,1,2,0.05,0.05,No
RZ,64,1,2,2,0.00210309028625488,0,1,1,2,0.05,0.05,No
RZ,65,1,2,2,0.00209426879882812,0,1,1,2,0.05,0.05,No
RZ,66,1,2,2,0.00208497047424316,0,1,1,2,0.05,0.05,No
RZ,67,1,2,2,0.00209498405456542,0,1,1,2,0.05,0.05,No
RZ,68,1,2,2,0.00219082832336425,0,1,1,2,0.05,0.05,No
RZ,69,1,2,2,0.00216150283813476,0,1,1,2,0.05,0.05,No
RZ,70,1,2,2,0.00216484069824218,0,1,1,2,0.05,0.05,No
RZ,71,1,2,2,0.00213789939880371,0,1,1,2,0.05,0.05,No
RZ,72,1,2,2,0.00216460227966308,0,1,1,2,0.05,0.05,No
RZ,73,1,2,2,0.00212693214416503,0,1,1,2,0.05,0.05,No
RZ,74,1,2,2,0.0021371841430664,0,1,1,2,0.05,0.05,No
RZ,75,1,2,2,0.00210022926330566,0,1,1,2,0.05,0.05,No
RZ,76,1,2,2,0.00212788581848144,0,1,1,2,0.05,0.05,No
RZ,77,1,2,2,0.00211191177368164,0,1,1,2,0.05,0.05,No
RZ,78,1,2,2,0.00224542617797851,0,1,1,2,0.05,0.05,No
RZ,79,1,2,2,0.00207233428955078,0,1,1,2,0.05,0.05,No
RZ,80,1,2,2,0.00215601921081542,0,1,1,2,0.05,0.05,No
RZ,81,1,2,2,0.00217103958129882,0,1,1,2,0.05,0.05,No
RZ,82,1,2,2,0.00215911865234375,0,1,1,2,0.05,0.05,No
RZ,83,1,2,2,0.00222110748291015,0,1,1,2,0.05,0.05,No
RZ,84,1,2,2,0.00212311744689941,0,1,1,2,0.05,0.05,No
RZ,85,1,2,2,0.00228571891784667,0,1,1,2,0.05,0.05,No
RZ,86,1,2,2,0.00215697288513183,0,1,1,2,0.05,0.05,No
RZ,87,1,2,2,0.00211691856384277,0,1,1,2,0.05,0.05,No
RZ,88,1,2,2,0.00216579437255859,0,1,1,2,0.05,0.05,No
RZ,89,1,2,2,0.00215530395507812,0,1,1,2,0.05,0.05,No
RZ,90,1,2,2,0.00208806991577148,0,1,1,2,0.05,0.05,No
RZ,91,1,2,2,0.00208616256713867,0,1,1,2,0.05,0.05,No
RZ,92,1,2,2,0.00226211547851562,0,1,1,2,0.05,0.05,No
RZ,93,1,2,2,0.00217509269714355,0,1,1,2,0.05,0.05,No
RZ,94,1,2,2,0.00208878517150878,0,1,1,2,0.05,0.05,No
RZ,95,1,2,2,0.00216150283813476,0,1,1,2,0.05,0.05,No
RZ,96,1,2,2,0.00212788581848144,0,1,1,2,0.05,0.05,No
RZ,97,1,2,2,0.00216317176818847,0,1,1,2,0.05,0.05,No
RZ,98,1,2,2,0.00223255157470703,0,1,1,2,0.05,0.05,No
RZ,99,1,2,2,0.00205683708190917,0,1,1,2,0.05,0.05,No
RZ,100,1,2,2,0.00216507911682128,0,1,1,2,0.05,0.05,No
RZ,101,1,2,2,0.0022737979888916,0,1,1,2,0.05,0.05,No
RZ,102,1,2,2,0.00219202041625976,0,1,1,2,0.05,0.05,No
RZ,103,1,2,2,0.00212788581848144,0,1,1,2,0.05,0.05,No
RZ,104,1,2,2,0.00216245651245117,0,1,1,2,0.05,0.05,No
RZ,105,1,2,2,0.00220537185668945,0,1,1,2,0.05,0.05,No
RZ,106,1,2,2,0.00205636024475097,0,1,1,2,0.05,0.05,No
RZ,107,1,2,2,0.0021224021911621,0,1,1,2,0.05,0.05,No
RZ,108,1,2,2,0.00220704078674316,0,1,1,2,0.05,0.05,No
RZ,109,1,2,2,0.00208425521850585,0,1,1,2,0.05,0.05,No
RZ,110,1,2,2,0.0021679401397705,0,1,1,2,0.05,0.05,No
RZ,111,1,2,2,0.00212597846984863,0,1,1,2,0.05,0.05,No
RZ,112,1,2,2,0.00214314460754394,0,1,1,2,0.05,0.05,No
RZ,113,1,2,2,0.0022125244140625,0,1,1,2,0.05,0.05,No
RZ,114,1,2,2,0.00222992897033691,0,1,1,2,0.05,0.05,No
RZ,115,1,2,2,0.00216174125671386,0,1,1,2,0.05,0.05,No
RZ,116,1,2,2,0.00216150283813476,0,1,1,2,0.05,0.05,No
RZ,117,1,2,2,0.00219368934631347,0,1,1,2,0.05,0.05,No
RZ,118,1,2,2,0.00223660469055175,0,1,1,2,0.05,0.05,No
RZ,119,1,2,2,0.00221443176269531,0,1,1,2,0.05,0.05,No
RZ,120,1,2,2,0.00209307670593261,0,1,1,2,0.05,0.05,No
RZ,121,1,2,2,0.00217294692993164,0,1,1,2,0.05,0.05,No
RZ,122,1,2,2,0.00222682952880859,0,1,1,2,0.05,0.05,No
RZ,123,1,2,2,0.00213122367858886,0,1,1,2,0.05,0.05,No
RZ,124,1,2,2,0.00220847129821777,0,1,1,2,0.05,0.05,No
RZ,125,1,2,2,0.00213241577148437,0,1,1,2,0.05,0.05,No
RZ,126,1,2,2,0.00218534469604492,0,1,1,2,0.05,0.05,No
RZ,127,1,2,2,0.007249116897583,0,1,1,2,0.05,0.05,No
RZ,128,1,2,2,0.00741291046142578,0,1,1,2,0.05,0.05,No
RZ,129,1,2,2,0.00455641746520996,0,1,1,2,0.05,0.05,No
RZ,130,1,2,2,0.00488805770874023,0,1,1,2,0.05,0.05,No
RZ,131,1,2,2,0.0039834976196289,0,1,1,2,0.05,0.05,No
RZ,132,1,2,2,0.00708818435668945,0,1,1,2,0.05,0.05,No
RZ,133,1,2,2,0.00938796997070312,0,1,1,2,0.05,0.05,No
RZ,134,1,2,2,0.00933790206909179,0,1,1,2,0.05,0.05,No
RZ,135,1,2,2,0.00860595703125,0,1,1,2,0.05,0.05,No
RZ,136,1,2,2,0.00671839714050293,0,1,1,2,0.05,0.05,No
RZ,137,1,2,2,0.00935935974121093,0,1,1,2,0.05,0.05,No
RZ,138,1,2,2,0.00944733619689941,0,1,1,2,0.05,0.05,No
RZ,139,1,2,2,0.00905919075012207,0,1,1,2,0.05,0.05,No
RZ,140,1,2,2,0.00929188728332519,0,1,1,2,0.05,0.05,No
RZ,141,1,2,2,0.00926399230957031,0,1,1,2,0.05,0.05,No
RZ,142,1,2,2,0.00201416015625,0,1,1,2,0.05,0.05,No
RZ,143,1,2,2,0.00211882591247558,0,1,1,2,0.05,0.05,No
RZ,144,1,2,2,0.00202536582946777,0,1,1,2,0.05,0.05,No
RZ,145,1,2,2,0.00210380554199218,0,1,1,2,0.05,0.05,No
RZ,146,1,2,2,0.0020909309387207,0,1,1,2,0.05,0.05,No
RZ,147,1,2,2,0.00209999084472656,0,1,1,2,0.05,0.05,No
RZ,148,1,2,2,0.00211095809936523,0,1,1,2,0.05,0.05,No
RZ,149,1,2,2,0.0021681785583496,0,1,1,2,0.05,0.05,No
RZ,150,1,2,2,0.00211858749389648,0,1,1,2,0.05,0.05,No
RZ,151,1,2,2,0.00207018852233886,0,1,1,2,0.05,0.05,No
RZ,152,1,2,2,0.00208234786987304,0,1,1,2,0.05,0.05,No
RZ,153,1,2,2,0.00205159187316894,0,1,1,2,0.05,0.05,No
RZ,154,1,2,2,0.00205898284912109,0,1,1,2,0.05,0.05,No
RZ,155,1,2,2,0.00207781791687011,0,1,1,2,0.05,0.05,No
RZ,156,1,2,2,0.00208473205566406,0,1,1,2,0.05,0.05,No
RZ,157,1,2,2,0.00206208229064941,0,1,1,2,0.05,0.05,No
RZ,158,1,2,2,0.00208663940429687,0,1,1,2,0.05,0.05,No
RZ,159,1,2,2,0.00208687782287597,0,1,1,2,0.05,0.05,No
RZ,160,1,2,2,0.00212669372558593,0,1,1,2,0.05,0.05,No
RZ,161,1,2,2,0.00205302238464355,0,1,1,2,0.05,0.05,No
RZ,162,1,2,2,0.00208330154418945,0,1,1,2,0.05,0.05,No
RZ,163,1,2,2,0.00205802917480468,0,1,1,2,0.05,0.05,No
RZ,164,1,2,2,0.00207448005676269,0,1,1,2,0.05,0.05,No
RZ,165,1,2,2,0.00207948684692382,0,1,1,2,0.05,0.05,No
RZ,166,1,2,2,0.00212335586547851,0,1,1,2,0.05,0.05,No
RZ,167,1,2,2,0.00207805633544921,0,1,1,2,0.05,0.05,No
RZ,168,1,2,2,0.00210261344909667,0,1,1,2,0.05,0.05,No
RZ,169,1,2,2,0.00203967094421386,0,1,1,2,0.05,0.05,No
RZ,170,1,2,2,0.00213479995727539,0,1,1,2,0.05,0.05,No
RZ,171,1,2,2,0.0020763874053955,0,1,1,2,0.05,0.05,No
RZ,172,1,2,2,0.00219488143920898,0,1,1,2,0.05,0.05,No
RZ,173,1,2,2,0.00208044052124023,0,1,1,2,0.05,0.05,No
RZ,174,1,2,2,0.00216341018676757,0,1,1,2,0.05,0.05,No
RZ,175,1,2,2,0.00209546089172363,0,1,1,2,0.05,0.05,No
RZ,176,1,2,2,0.00209951400756835,0,1,1,2,0.05,0.05,No
RZ,177,1,2,2,0.00203824043273925,0,1,1,2,0.05,0.05,No
RZ,178,1,2,2,0.00210118293762207,0,1,1,2,0.05,0.05,No
RZ,179,1,2,2,0.00205540657043457,0,1,1,2,0.05,0.05,No
RZ,180,1,2,2,0.00208640098571777,0,1,1,2,0.05,0.05,No
RZ,181,1,2,2,0.00207996368408203,0,1,1,2,0.05,0.05,No
RZ,182,1,2,2,0.00208806991577148,0,1,1,2,0.05,0.05,No
RZ,183,1,2,2,0.00205755233764648,0,1,1,2,0.05,0.05,No
RZ,184,1,2,2,0.00209331512451171,0,1,1,2,0.05,0.05,No
RZ,185,1,2,2,0.00209593772888183,0,1,1,2,0.05,0.05,No
RZ,186,1,2,2,0.00215601921081542,0,1,1,2,0.05,0.05,No
RZ,187,1,2,2,0.00202107429504394,0,1,1,2,0.05,0.05,No
RZ,188,1,2,2,0.0020914077758789,0,1,1,2,0.05,0.05,No
RZ,189,1,2,2,0.00211644172668457,0,1,1,2,0.05,0.05,No
RZ,190,1,2,2,0.00213193893432617,0,1,1,2,0.05,0.05,No
RZ,191,1,2,2,0.0021219253540039,0,1,1,2,0.05,0.05,No
RZ,192,1,2,2,0.00207424163818359,0,1,1,2,0.05,0.05,No
RZ,193,1,2,2,0.00205516815185546,0,1,1,2,0.05,0.05,No
RZ,194,1,2,2,0.00202417373657226,0,1,1,2,0.05,0.05,No
RZ,195,1,2,2,0.0020298957824707,0,1,1,2,0.05,0.05,No
RZ,196,1,2,2,0.00210881233215332,0,1,1,2,0.05,0.05,No
RZ,197,1,2,2,0.00207281112670898,0,1,1,2,0.05,0.05,No
RZ,198,1,2,2,0.00206160545349121,0,1,1,2,0.05,0.05,No
RZ,199,1,2,2,0.00206875801086425,0,1,1,2,0.05,0.05,No
RZ,200,1,2,2,0.0020754337310791,0,1,1,2,0.05,0.05,No
RZ,201,1,2,2,0.00204420089721679,0,1,1,2,0.05,0.05,No
RZ,202,1,2,2,0.00208401679992675,0,1,1,2,0.05,0.05,No
RZ,203,1,2,2,0.00208377838134765,0,1,1,2,0.05,0.05,No
RZ,204,1,2,2,0.0020766258239746,0,1,1,2,0.05,0.05,No
RZ,205,1,2,2,0.00203514099121093,0,1,1,2,0.05,0.05,No
RZ,206,1,2,2,0.00209975242614746,0,1,1,2,0.05,0.05,No
RZ,207,1,2,2,0.00209546089172363,0,1,1,2,0.05,0.05,No
RZ,208,1,2,2,0.00210833549499511,0,1,1,2,0.05,0.05,No
RZ,209,1,2,2,0.00230145454406738,0,1,1,2,0.05,0.05,No
RZ,210,1,2,2,0.0021529197692871,0,1,1,2,0.05,0.05,No
RZ,211,1,2,2,0.00208306312561035,0,1,1,2,0.05,0.05,No
RZ,212,1,2,2,0.00201225280761718,0,1,1,2,0.05,0.05,No
RZ,213,1,2,2,0.00207972526550292,0,1,1,2,0.05,0.05,No
RZ,214,1,2,2,0.0021519660949707,0,1,1,2,0.05,0.05,No
RZ,215,1,2,2,0.00212001800537109,0,1,1,2,0.05,0.05,No
RZ,216,1,2,2,0.0020904541015625,0,1,1,2,0.05,0.05,No
RZ,217,1,2,2,0.00211739540100097,0,1,1,2,0.05,0.05,No
RZ,218,1,2,2,0.00206756591796875,0,1,1,2,0.05,0.05,No
RZ,219,1,2,2,0.00229620933532714,0,1,1,2,0.05,0.05,No
RZ,220,1,2,2,0.00213146209716796,0,1,1,2,0.05,0.05,No
RZ,221,1,2,2,0.0021517276763916,0,1,1,2,0.05,0.05,No
RZ,222,1,2,2,0.00214242935180664,0,1,1,2,0.05,0.05,No
RZ,223,1,2,2,0.00217676162719726,0,1,1,2,0.05,0.05,No
RZ,224,1,2,2,0.00210928916931152,0,1,1,2,0.05,0.05,No
RZ,225,1,2,2,0.00215435028076171,0,1,1,2,0.05,0.05,No
RZ,226,1,2,2,0.00213956832885742,0,1,1,2,0.05,0.05,No
RZ,227,1,2,2,0.00210380554199218,0,1,1,2,0.05,0.05,No
RZ,228,1,2,2,0.00211334228515625,0,1,1,2,0.05,0.05,No
RZ,229,1,2,2,0.00212883949279785,0,1,1,2,0.05,0.05,No
RZ,230,1,2,2,0.00210309028625488,0,1,1,2,0.05,0.05,No
RZ,231,1,2,2,0.00215673446655273,0,1,1,2,0.05,0.05,No
RZ,232,1,2,2,0.00210189819335937,0,1,1,2,0.05,0.05,No
RZ,233,1,2,2,0.00214648246765136,0,1,1,2,0.05,0.05,No
RZ,234,1,2,2,0.00202465057373046,0,1,1,2,0.05,0.05,No
RZ,235,1,2,2,0.00200676918029785,0,1,1,2,0.05,0.05,No
RZ,236,1,2,2,0.00212001800537109,0,1,1,2,0.05,0.05,No
RZ,237,1,2,2,0.00206661224365234,0,1,1,2,0.05,0.05,No
RZ,238,1,2,2,0.00214314460754394,0,1,1,2,0.05,0.05,No
RZ,239,1,2,2,0.00208377838134765,0,1,1,2,0.05,0.05,No
RZ,240,1,2,2,0.00209832191467285,0,1,1,2,0.05,0.05,No
RZ,241,1,2,2,0.00217247009277343,0,1,1,2,0.05,0.05,No
